Date,Date,Currency,Currency Pair,Buying,Selling,Mid Rate
2010-06-21,2010-06-21,US Dollar,USDGHS,1.4127,1.4315,1.4221
2010-06-22,2010-06-22,US Dollar,USDGHS,1.4138,1.4317,1.4228
2010-06-23,2010-06-23,US Dollar,USDGHS,1.4134,1.4322,1.4228
2010-06-24,2010-06-24,US Dollar,USDGHS,1.4135,1.433,1.4233
2010-06-25,2010-06-25,US Dollar,USDGHS,1.4138,1.433,1.4234
2010-06-28,2010-06-28,US Dollar,USDGHS,1.414,1.4332,1.4236
2010-06-29,2010-06-29,US Dollar,USDGHS,1.4142,1.4349,1.4246
2010-06-30,2010-06-30,US Dollar,USDGHS,1.4157,1.4351,1.4254
2010-07-01,2010-07-01,,,1.4157,1.4351,1.4254
2010-07-02,2010-07-02,US Dollar,USDGHS,1.4115,1.4272,1.4194
2010-07-05,2010-07-05,US Dollar,USDGHS,1.417,1.4364,1.4267
2010-07-06,2010-07-06,US Dollar,USDGHS,1.4177,1.4366,1.4272
2010-07-07,2010-07-07,US Dollar,USDGHS,1.4181,1.4377,1.4279
2010-07-08,2010-07-08,US Dollar,USDGHS,1.419,1.4397,1.4294
2010-07-09,2010-07-09,US Dollar,USDGHS,1.4192,1.4393,1.4293
2010-07-12,2010-07-12,US Dollar,USDGHS,1.4197,1.4401,1.4299
2010-07-13,2010-07-13,US Dollar,USDGHS,1.4204,1.4412,1.4308
2010-07-14,2010-07-14,US Dollar,USDGHS,1.4229,1.4437,1.4333
2010-07-15,2010-07-15,US Dollar,USDGHS,1.4213,1.4435,1.4324
2010-07-16,2010-07-16,US Dollar,USDGHS,1.4213,1.4435,1.4324
2010-07-19,2010-07-19,US Dollar,USDGHS,1.4217,1.4431,1.4324
2010-07-20,2010-07-20,US Dollar,USDGHS,1.4218,1.4435,1.4327
2010-07-21,2010-07-21,US Dollar,USDGHS,1.423,1.4441,1.4336
2010-07-22,2010-07-22,US Dollar,USDGHS,1.4251,1.4468,1.436
2010-07-23,2010-07-23,US Dollar,USDGHS,1.4261,1.4478,1.437
2010-07-26,2010-07-26,US Dollar,USDGHS,1.4258,1.4478,1.4368
2010-07-27,2010-07-27,US Dollar,USDGHS,1.426,1.4478,1.4369
2010-07-28,2010-07-28,US Dollar,USDGHS,1.4261,1.4478,1.437
2010-07-29,2010-07-29,US Dollar,USDGHS,1.4259,1.4478,1.4369
2010-07-30,2010-07-30,US Dollar,USDGHS,1.4246,1.4463,1.4355
2010-08-02,2010-08-02,US Dollar,USDGHS,1.4263,1.4467,1.4365
2010-08-03,2010-08-03,US Dollar,USDGHS,1.4245,1.4445,1.4345
2010-08-04,2010-08-04,US Dollar,USDGHS,1.4245,1.4444,1.4345
2010-08-05,2010-08-05,US Dollar,USDGHS,1.4244,1.4441,1.4343
2010-08-06,2010-08-06,US Dollar,USDGHS,1.4242,1.4435,1.4339
2010-08-09,2010-08-09,US Dollar,USDGHS,1.4231,1.4432,1.4332
2010-08-10,2010-08-10,US Dollar,USDGHS,1.4229,1.4425,1.4327
2010-08-11,2010-08-11,US Dollar,USDGHS,1.423,1.4426,1.4328
2010-08-12,2010-08-12,US Dollar,USDGHS,1.4228,1.4414,1.4321
2010-08-13,2010-08-13,US Dollar,USDGHS,1.424,1.4439,1.434
2010-08-16,2010-08-16,US Dollar,USDGHS,1.424,1.4437,1.4339
2010-08-17,2010-08-17,US Dollar,USDGHS,1.4241,1.4438,1.434
2010-08-18,2010-08-18,US Dollar,USDGHS,1.4235,1.4435,1.4335
2010-08-19,2010-08-19,US Dollar,USDGHS,1.4241,1.4438,1.434
2010-08-20,2010-08-20,US Dollar,USDGHS,1.4242,1.4439,1.4341
2010-08-23,2010-08-23,US Dollar,USDGHS,1.4241,1.4437,1.4339
2010-08-24,2010-08-24,US Dollar,USDGHS,1.4242,1.4438,1.434
2010-08-25,2010-08-25,US Dollar,USDGHS,1.4244,1.4438,1.4341
2010-08-26,2010-08-26,US Dollar,USDGHS,1.4236,1.4428,1.4332
2010-08-27,2010-08-27,US Dollar,USDGHS,1.4235,1.4426,1.4331
2010-08-30,2010-08-30,US Dollar,USDGHS,1.4235,1.4428,1.4332
2010-08-31,2010-08-31,US Dollar,USDGHS,1.4235,1.4428,1.4332
2010-09-01,2010-09-01,US Dollar,USDGHS,1.4236,1.4429,1.4333
2010-09-02,2010-09-02,US Dollar,USDGHS,1.4236,1.4429,1.4333
2010-09-03,2010-09-03,US Dollar,USDGHS,1.4235,1.4429,1.4332
2010-09-06,2010-09-06,US Dollar,USDGHS,1.4236,1.4429,1.4333
2010-09-07,2010-09-07,US Dollar,USDGHS,1.4237,1.443,1.4334
2010-09-08,2010-09-08,US Dollar,USDGHS,1.4237,1.443,1.4334
2010-09-09,2010-09-09,US Dollar,USDGHS,1.4238,1.4432,1.4335
2010-09-10,2010-09-10,,,1.4238,1.4432,1.4335
2010-09-13,2010-09-13,US Dollar,USDGHS,1.4237,1.4433,1.4335
2010-09-14,2010-09-14,US Dollar,USDGHS,1.4237,1.4431,1.4334
2010-09-15,2010-09-15,US Dollar,USDGHS,1.424,1.4433,1.4337
2010-09-16,2010-09-16,US Dollar,USDGHS,1.4234,1.4427,1.4331
2010-09-17,2010-09-17,US Dollar,USDGHS,1.4236,1.4429,1.4333
2010-09-20,2010-09-20,US Dollar,USDGHS,1.4236,1.4428,1.4332
2010-09-21,2010-09-21,,,1.4236,1.4428,1.4332
2010-09-22,2010-09-22,US Dollar,USDGHS,1.4236,1.4428,1.4332
2010-09-23,2010-09-23,US Dollar,USDGHS,1.4235,1.4428,1.4332
2010-09-24,2010-09-24,US Dollar,USDGHS,1.4235,1.4428,1.4332
2010-09-27,2010-09-27,US Dollar,USDGHS,1.4235,1.4428,1.4332
2010-09-28,2010-09-28,US Dollar,USDGHS,1.4231,1.4423,1.4327
2010-09-29,2010-09-29,US Dollar,USDGHS,1.4229,1.4421,1.4325
2010-09-30,2010-09-30,US Dollar,USDGHS,1.4229,1.4422,1.4326
2010-10-01,2010-10-01,US Dollar,USDGHS,1.4222,1.4388,1.4305
2010-10-04,2010-10-04,US Dollar,USDGHS,1.4225,1.439,1.4308
2010-10-05,2010-10-05,US Dollar,USDGHS,1.4235,1.4401,1.4318
2010-10-06,2010-10-06,US Dollar,USDGHS,1.4227,1.4384,1.4306
2010-10-07,2010-10-07,US Dollar,USDGHS,1.4216,1.4384,1.43
2010-10-08,2010-10-08,US Dollar,USDGHS,1.4206,1.44,1.4303
2010-10-11,2010-10-11,US Dollar,USDGHS,1.4193,1.4386,1.429
2010-10-12,2010-10-12,US Dollar,USDGHS,1.4193,1.4386,1.429
2010-10-13,2010-10-13,US Dollar,USDGHS,1.4194,1.4388,1.4291
2010-10-14,2010-10-14,US Dollar,USDGHS,1.4203,1.4398,1.4301
2010-10-15,2010-10-15,US Dollar,USDGHS,1.4203,1.4398,1.4301
2010-10-18,2010-10-18,US Dollar,USDGHS,1.4205,1.4399,1.4302
2010-10-19,2010-10-19,US Dollar,USDGHS,1.4205,1.4399,1.4302
2010-10-20,2010-10-20,US Dollar,USDGHS,1.4205,1.4399,1.4302
2010-10-21,2010-10-21,US Dollar,USDGHS,1.4205,1.4399,1.4302
2010-10-22,2010-10-22,US Dollar,USDGHS,1.4264,1.4398,1.4331
2010-10-25,2010-10-25,US Dollar,USDGHS,1.4211,1.4399,1.4305
2010-10-26,2010-10-26,US Dollar,USDGHS,1.4213,1.4399,1.4306
2010-10-27,2010-10-27,US Dollar,USDGHS,1.4213,1.4399,1.4306
2010-10-28,2010-10-28,US Dollar,USDGHS,1.4214,1.44,1.4307
2010-10-29,2010-10-29,US Dollar,USDGHS,1.4214,1.44,1.4307
2010-11-01,2010-11-01,US Dollar,USDGHS,1.4272,1.4403,1.4338
2010-11-02,2010-11-02,US Dollar,USDGHS,1.4223,1.4381,1.4302
2010-11-03,2010-11-03,US Dollar,USDGHS,1.4223,1.4381,1.4302
2010-11-04,2010-11-04,US Dollar,USDGHS,1.4223,1.4408,1.4316
2010-11-05,2010-11-05,US Dollar,USDGHS,1.4235,1.4419,1.4327
2010-11-08,2010-11-08,US Dollar,USDGHS,1.4231,1.4415,1.4323
2010-11-09,2010-11-09,US Dollar,USDGHS,1.4231,1.4415,1.4323
2010-11-10,2010-11-10,US Dollar,USDGHS,1.4233,1.4418,1.4326
2010-11-11,2010-11-11,US Dollar,USDGHS,1.4233,1.4418,1.4326
2010-11-12,2010-11-12,US Dollar,USDGHS,1.4235,1.4422,1.4329
2010-11-15,2010-11-15,US Dollar,USDGHS,1.4238,1.4426,1.4332
2010-11-16,2010-11-16,,,1.4238,1.4426,1.4332
2010-11-17,2010-11-17,US Dollar,USDGHS,1.4238,1.4428,1.4333
2010-11-18,2010-11-18,US Dollar,USDGHS,1.424,1.443,1.4335
2010-11-19,2010-11-19,US Dollar,USDGHS,1.4227,1.443,1.4329
2010-11-22,2010-11-22,US Dollar,USDGHS,1.424,1.4435,1.4338
2010-11-23,2010-11-23,US Dollar,USDGHS,1.425,1.4446,1.4348
2010-11-24,2010-11-24,US Dollar,USDGHS,1.4254,1.4451,1.4353
2010-11-25,2010-11-25,US Dollar,USDGHS,1.4254,1.4451,1.4353
2010-11-26,2010-11-26,US Dollar,USDGHS,1.426,1.443,1.4345
2010-11-29,2010-11-29,US Dollar,USDGHS,1.4259,1.4466,1.4363
2010-11-30,2010-11-30,US Dollar,USDGHS,1.4266,1.4473,1.437
2010-12-01,2010-12-01,US Dollar,USDGHS,1.4269,1.4478,1.4374
2010-12-02,2010-12-02,US Dollar,USDGHS,1.4278,1.449,1.4384
2010-12-03,2010-12-03,,,1.4278,1.449,1.4384
2010-12-06,2010-12-06,US Dollar,USDGHS,1.4285,1.4495,1.439
2010-12-07,2010-12-07,US Dollar,USDGHS,1.4285,1.4495,1.439
2010-12-08,2010-12-08,US Dollar,USDGHS,1.4282,1.4492,1.4387
2010-12-09,2010-12-09,US Dollar,USDGHS,1.4282,1.4492,1.4387
2010-12-10,2010-12-10,US Dollar,USDGHS,1.4296,1.4511,1.4404
2010-12-13,2010-12-13,US Dollar,USDGHS,1.4296,1.4511,1.4404
2010-12-14,2010-12-14,US Dollar,USDGHS,1.4298,1.4514,1.4406
2010-12-15,2010-12-15,US Dollar,USDGHS,1.4312,1.4538,1.4425
2010-12-16,2010-12-16,US Dollar,USDGHS,1.435,1.4573,1.4462
2010-12-17,2010-12-17,US Dollar,USDGHS,1.435,1.4573,1.4462
2010-12-20,2010-12-20,US Dollar,USDGHS,1.4366,1.4612,1.4489
2010-12-21,2010-12-21,US Dollar,USDGHS,1.4348,1.46,1.4474
2010-12-22,2010-12-22,US Dollar,USDGHS,1.4392,1.4638,1.4515
2010-12-23,2010-12-23,US Dollar,USDGHS,1.4389,1.4639,1.4514
2010-12-24,2010-12-24,US Dollar,USDGHS,1.4393,1.4647,1.452
2010-12-27,2010-12-27,,,1.4393,1.4647,1.452
2010-12-28,2010-12-28,,,1.4393,1.4647,1.452
2010-12-29,2010-12-29,US Dollar,USDGHS,1.4407,1.4656,1.4532
2010-12-30,2010-12-30,US Dollar,USDGHS,1.4407,1.4656,1.4532
2010-12-31,2010-12-31,US Dollar,USDGHS,1.4407,1.4656,1.4532
2011-01-03,2011-01-03,,,1.4407,1.4656,1.4532
2011-01-04,2011-01-04,US Dollar,USDGHS,1.4431,1.4687,1.4559
2011-01-05,2011-01-05,US Dollar,USDGHS,1.4437,1.4695,1.4566
2011-01-06,2011-01-06,US Dollar,USDGHS,1.4446,1.4706,1.4576
2011-01-07,2011-01-07,US Dollar,USDGHS,1.4445,1.4708,1.4577
2011-01-10,2011-01-10,US Dollar,USDGHS,1.4445,1.4708,1.4577
2011-01-11,2011-01-11,US Dollar,USDGHS,1.4445,1.4717,1.4581
2011-01-12,2011-01-12,US Dollar,USDGHS,1.4441,1.4713,1.4577
2011-01-13,2011-01-13,US Dollar,USDGHS,1.4448,1.4717,1.4583
2011-01-14,2011-01-14,US Dollar,USDGHS,1.448,1.4753,1.4617
2011-01-17,2011-01-17,US Dollar,USDGHS,1.448,1.4753,1.4617
2011-01-18,2011-01-18,US Dollar,USDGHS,1.4494,1.4771,1.4633
2011-01-19,2011-01-19,US Dollar,USDGHS,1.4494,1.4771,1.4633
2011-01-20,2011-01-20,US Dollar,USDGHS,1.4494,1.4771,1.4633
2011-01-21,2011-01-21,US Dollar,USDGHS,1.4503,1.4786,1.4645
2011-01-24,2011-01-24,US Dollar,USDGHS,1.454,1.485,1.4695
2011-01-25,2011-01-25,US Dollar,USDGHS,1.4543,1.4855,1.4699
2011-01-26,2011-01-26,US Dollar,USDGHS,1.459,1.4913,1.4752
2011-01-27,2011-01-27,US Dollar,USDGHS,1.4608,1.495,1.4779
2011-01-28,2011-01-28,US Dollar,USDGHS,1.4608,1.4959,1.4784
2011-01-31,2011-01-31,US Dollar,USDGHS,1.4622,1.4963,1.4793
2011-02-01,2011-02-01,US Dollar,USDGHS,1.4635,1.5013,1.4824
2011-02-02,2011-02-02,US Dollar,USDGHS,1.4854,1.5108,1.4981
2011-02-03,2011-02-03,US Dollar,USDGHS,1.4867,1.5204,1.5036
2011-02-04,2011-02-04,US Dollar,USDGHS,1.4936,1.5362,1.5149
2011-02-07,2011-02-07,US Dollar,USDGHS,1.4936,1.5362,1.5149
2011-02-08,2011-02-08,US Dollar,USDGHS,1.4941,1.5362,1.5152
2011-02-09,2011-02-09,US Dollar,USDGHS,1.4941,1.5362,1.5152
2011-02-10,2011-02-10,US Dollar,USDGHS,1.4941,1.5344,1.5143
2011-02-11,2011-02-11,US Dollar,USDGHS,1.4936,1.5339,1.5138
2011-02-14,2011-02-14,US Dollar,USDGHS,1.4927,1.5339,1.5133
2011-02-15,2011-02-15,US Dollar,USDGHS,1.4933,1.5337,1.5135
2011-02-16,2011-02-16,US Dollar,USDGHS,1.4933,1.5319,1.5126
2011-02-17,2011-02-17,US Dollar,USDGHS,1.4923,1.5316,1.512
2011-02-18,2011-02-18,US Dollar,USDGHS,1.49,1.5281,1.5091
2011-02-21,2011-02-21,US Dollar,USDGHS,1.49,1.5281,1.5091
2011-02-22,2011-02-22,US Dollar,USDGHS,1.4909,1.529,1.51
2011-02-23,2011-02-23,US Dollar,USDGHS,1.4909,1.529,1.51
2011-02-24,2011-02-24,US Dollar,USDGHS,1.4999,1.529,1.5145
2011-02-25,2011-02-25,US Dollar,USDGHS,1.4909,1.529,1.51
2011-02-28,2011-02-28,US Dollar,USDGHS,1.4909,1.529,1.51
2011-03-01,2011-03-01,US Dollar,USDGHS,1.4909,1.529,1.51
2011-03-02,2011-03-02,US Dollar,USDGHS,1.4909,1.529,1.51
2011-03-03,2011-03-03,US Dollar,USDGHS,1.4909,1.529,1.51
2011-03-04,2011-03-04,US Dollar,USDGHS,1.4912,1.5293,1.5103
2011-03-07,2011-03-07,,,1.4912,1.5293,1.5103
2011-03-08,2011-03-08,US Dollar,USDGHS,1.4912,1.5295,1.5104
2011-03-09,2011-03-09,US Dollar,USDGHS,1.4912,1.5295,1.5104
2011-03-10,2011-03-10,US Dollar,USDGHS,1.4912,1.5295,1.5104
2011-03-11,2011-03-11,US Dollar,USDGHS,1.4935,1.5299,1.5117
2011-03-14,2011-03-14,US Dollar,USDGHS,1.4939,1.5304,1.5122
2011-03-15,2011-03-15,US Dollar,USDGHS,1.4939,1.5304,1.5122
2011-03-16,2011-03-16,US Dollar,USDGHS,1.4943,1.5308,1.5126
2011-03-17,2011-03-17,US Dollar,USDGHS,1.4943,1.5305,1.5124
2011-03-18,2011-03-18,US Dollar,USDGHS,1.4952,1.5314,1.5133
2011-03-21,2011-03-21,US Dollar,USDGHS,1.4956,1.5595,1.5276
2011-03-22,2011-03-22,US Dollar,USDGHS,1.4975,1.5329,1.5152
2011-03-23,2011-03-23,US Dollar,USDGHS,1.4986,1.5338,1.5162
2011-03-24,2011-03-24,US Dollar,USDGHS,1.5015,1.5352,1.5184
2011-03-25,2011-03-25,US Dollar,USDGHS,1.5015,1.5352,1.5184
2011-03-28,2011-03-28,US Dollar,USDGHS,1.5018,1.5355,1.5187
2011-03-29,2011-03-29,US Dollar,USDGHS,1.5023,1.5359,1.5191
2011-03-30,2011-03-30,US Dollar,USDGHS,1.5021,1.5359,1.519
2011-03-31,2011-03-31,US Dollar,USDGHS,1.5021,1.5359,1.519
2011-04-01,2011-04-01,US Dollar,USDGHS,1.5018,1.5357,1.5188
2011-04-04,2011-04-04,US Dollar,USDGHS,1.5018,1.5357,1.5188
2011-04-05,2011-04-05,US Dollar,USDGHS,1.4986,1.5331,1.5159
2011-04-06,2011-04-06,US Dollar,USDGHS,1.4986,1.5331,1.5159
2011-04-07,2011-04-07,US Dollar,USDGHS,1.4995,1.5401,1.5198
2011-04-08,2011-04-08,US Dollar,USDGHS,1.4995,1.5401,1.5198
2011-04-11,2011-04-11,US Dollar,USDGHS,1.4986,1.5392,1.5189
2011-04-12,2011-04-12,US Dollar,USDGHS,1.4981,1.5389,1.5185
2011-04-13,2011-04-13,US Dollar,USDGHS,1.4981,1.5383,1.5182
2011-04-14,2011-04-14,US Dollar,USDGHS,1.4981,1.5383,1.5182
2011-04-15,2011-04-15,US Dollar,USDGHS,1.4933,1.5381,1.5157
2011-04-18,2011-04-18,US Dollar,USDGHS,1.4929,1.5404,1.5167
2011-04-19,2011-04-19,US Dollar,USDGHS,1.4975,1.5404,1.519
2011-04-20,2011-04-20,US Dollar,USDGHS,1.4977,1.5406,1.5192
2011-04-21,2011-04-21,US Dollar,USDGHS,1.4977,1.5406,1.5192
2011-04-22,2011-04-22,,,1.4977,1.5406,1.5192
2011-04-25,2011-04-25,,,1.4977,1.5406,1.5192
2011-04-26,2011-04-26,US Dollar,USDGHS,1.4965,1.5395,1.518
2011-04-27,2011-04-27,US Dollar,USDGHS,1.4962,1.5392,1.5177
2011-04-28,2011-04-28,US Dollar,USDGHS,1.4939,1.5374,1.5157
2011-04-29,2011-04-29,US Dollar,USDGHS,1.501,1.5281,1.5146
2011-05-02,2011-05-02,,,1.501,1.5281,1.5146
2011-05-03,2011-05-03,US Dollar,USDGHS,1.493,1.5277,1.5104
2011-05-04,2011-05-04,US Dollar,USDGHS,1.4906,1.5264,1.5085
2011-05-05,2011-05-05,US Dollar,USDGHS,1.49,1.5243,1.5072
2011-05-06,2011-05-06,US Dollar,USDGHS,1.4911,1.5253,1.5082
2011-05-09,2011-05-09,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-10,2011-05-10,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-11,2011-05-11,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-12,2011-05-12,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-13,2011-05-13,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-16,2011-05-16,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-17,2011-05-17,US Dollar,USDGHS,1.49,1.5242,1.5071
2011-05-18,2011-05-18,US Dollar,USDGHS,1.4891,1.521,1.5051
2011-05-19,2011-05-19,US Dollar,USDGHS,1.4891,1.521,1.5051
2011-05-20,2011-05-20,US Dollar,USDGHS,1.4891,1.521,1.5051
2011-05-23,2011-05-23,US Dollar,USDGHS,1.4898,1.5218,1.5058
2011-05-24,2011-05-24,US Dollar,USDGHS,1.4898,1.5218,1.5058
2011-05-25,2011-05-25,,,1.4898,1.5218,1.5058
2011-05-26,2011-05-26,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-05-27,2011-05-27,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-05-30,2011-05-30,US Dollar,USDGHS,1.4888,1.521,1.5049
2011-05-31,2011-05-31,US Dollar,USDGHS,1.4887,1.521,1.5049
2011-06-01,2011-06-01,US Dollar,USDGHS,1.4888,1.5211,1.505
2011-06-02,2011-06-02,US Dollar,USDGHS,1.4892,1.5212,1.5052
2011-06-03,2011-06-03,US Dollar,USDGHS,1.4893,1.5215,1.5054
2011-06-06,2011-06-06,US Dollar,USDGHS,1.4893,1.5215,1.5054
2011-06-07,2011-06-07,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-06-08,2011-06-08,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-06-09,2011-06-09,US Dollar,USDGHS,1.4894,1.5216,1.5055
2011-06-10,2011-06-10,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-06-13,2011-06-13,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-06-14,2011-06-14,US Dollar,USDGHS,1.4894,1.5215,1.5055
2011-06-15,2011-06-15,US Dollar,USDGHS,1.4912,1.5217,1.5065
2011-06-16,2011-06-16,US Dollar,USDGHS,1.4912,1.5217,1.5065
2011-06-17,2011-06-17,US Dollar,USDGHS,1.492,1.5222,1.5071
2011-06-20,2011-06-20,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-21,2011-06-21,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-22,2011-06-22,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-23,2011-06-23,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-24,2011-06-24,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-27,2011-06-27,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-28,2011-06-28,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-29,2011-06-29,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-06-30,2011-06-30,US Dollar,USDGHS,1.4925,1.5224,1.5075
2011-07-01,2011-07-01,,,1.4925,1.5224,1.5075
2011-07-04,2011-07-04,US Dollar,USDGHS,1.4961,1.5213,1.5087
2011-07-05,2011-07-05,US Dollar,USDGHS,1.4961,1.5213,1.5087
2011-07-06,2011-07-06,US Dollar,USDGHS,1.4961,1.5213,1.5087
2011-07-07,2011-07-07,US Dollar,USDGHS,1.493,1.5222,1.5076
2011-07-08,2011-07-08,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-11,2011-07-11,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-12,2011-07-12,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-13,2011-07-13,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-14,2011-07-14,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-15,2011-07-15,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-18,2011-07-18,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-19,2011-07-19,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-20,2011-07-20,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-21,2011-07-21,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-22,2011-07-22,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-25,2011-07-25,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-26,2011-07-26,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-27,2011-07-27,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-28,2011-07-28,US Dollar,USDGHS,1.493,1.5229,1.508
2011-07-29,2011-07-29,US Dollar,USDGHS,1.493,1.5229,1.508
2011-08-01,2011-08-01,US Dollar,USDGHS,1.4929,1.522,1.5075
2011-08-02,2011-08-02,US Dollar,USDGHS,1.493,1.522,1.5075
2011-08-03,2011-08-03,US Dollar,USDGHS,1.4928,1.5224,1.5076
2011-08-04,2011-08-04,US Dollar,USDGHS,1.4927,1.5224,1.5076
2011-08-05,2011-08-05,US Dollar,USDGHS,1.4928,1.5224,1.5076
2011-08-08,2011-08-08,US Dollar,USDGHS,1.4928,1.5224,1.5076
2011-08-09,2011-08-09,US Dollar,USDGHS,1.4928,1.5224,1.5076
2011-08-10,2011-08-10,US Dollar,USDGHS,1.4928,1.5229,1.5079
2011-08-11,2011-08-11,US Dollar,USDGHS,1.4932,1.5238,1.5085
2011-08-12,2011-08-12,US Dollar,USDGHS,1.4932,1.5238,1.5085
2011-08-15,2011-08-15,US Dollar,USDGHS,1.4932,1.5238,1.5085
2011-08-16,2011-08-16,US Dollar,USDGHS,1.4932,1.5238,1.5085
2011-08-17,2011-08-17,US Dollar,USDGHS,1.4962,1.5254,1.5108
2011-08-18,2011-08-18,US Dollar,USDGHS,1.4962,1.5254,1.5108
2011-08-19,2011-08-19,US Dollar,USDGHS,1.4966,1.5266,1.5116
2011-08-22,2011-08-22,US Dollar,USDGHS,1.4966,1.5266,1.5116
2011-08-23,2011-08-23,US Dollar,USDGHS,1.4955,1.528,1.5118
2011-08-24,2011-08-24,US Dollar,USDGHS,1.4991,1.529,1.5141
2011-08-25,2011-08-25,US Dollar,USDGHS,1.4993,1.5291,1.5142
2011-08-26,2011-08-26,US Dollar,USDGHS,1.4988,1.529,1.5139
2011-08-29,2011-08-29,US Dollar,USDGHS,1.4988,1.5274,1.5131
2011-08-30,2011-08-30,US Dollar,USDGHS,1.4988,1.5274,1.5131
2011-08-31,2011-08-31,,,1.4988,1.5274,1.5131
2011-09-01,2011-09-01,US Dollar,USDGHS,1.4993,1.5278,1.5136
2011-09-02,2011-09-02,US Dollar,USDGHS,1.4993,1.5278,1.5136
2011-09-05,2011-09-05,US Dollar,USDGHS,1.4993,1.5278,1.5136
2011-09-06,2011-09-06,US Dollar,USDGHS,1.5016,1.53,1.5158
2011-09-07,2011-09-07,US Dollar,USDGHS,1.5016,1.53,1.5158
2011-09-08,2011-09-08,US Dollar,USDGHS,1.502,1.5305,1.5163
2011-09-09,2011-09-09,US Dollar,USDGHS,1.502,1.5305,1.5163
2011-09-12,2011-09-12,US Dollar,USDGHS,1.503,1.5314,1.5172
2011-09-13,2011-09-13,US Dollar,USDGHS,1.5043,1.5327,1.5185
2011-09-14,2011-09-14,US Dollar,USDGHS,1.5057,1.5327,1.5192
2011-09-15,2011-09-15,US Dollar,USDGHS,1.5066,1.5364,1.5215
2011-09-16,2011-09-16,US Dollar,USDGHS,1.5066,1.5364,1.5215
2011-09-19,2011-09-19,US Dollar,USDGHS,1.5133,1.5435,1.5284
2011-09-20,2011-09-20,US Dollar,USDGHS,1.5133,1.5436,1.5285
2011-09-21,2011-09-21,,,1.5133,1.5436,1.5285
2011-09-22,2011-09-22,US Dollar,USDGHS,1.5129,1.5431,1.528
2011-09-23,2011-09-23,US Dollar,USDGHS,1.5133,1.5436,1.5285
2011-09-26,2011-09-26,US Dollar,USDGHS,1.5153,1.546,1.5307
2011-09-27,2011-09-27,US Dollar,USDGHS,1.5169,1.5474,1.5322
2011-09-28,2011-09-28,US Dollar,USDGHS,1.5169,1.5474,1.5322
2011-09-29,2011-09-29,US Dollar,USDGHS,1.5183,1.5496,1.534
2011-09-30,2011-09-30,US Dollar,USDGHS,1.5183,1.5492,1.5338
2011-10-03,2011-10-03,US Dollar,USDGHS,1.5183,1.5492,1.5338
2011-10-04,2011-10-04,US Dollar,USDGHS,1.519,1.5501,1.5346
2011-10-05,2011-10-05,US Dollar,USDGHS,1.5229,1.5545,1.5387
2011-10-06,2011-10-06,US Dollar,USDGHS,1.5229,1.5545,1.5387
2011-10-07,2011-10-07,US Dollar,USDGHS,1.5233,1.555,1.5392
2011-10-10,2011-10-10,US Dollar,USDGHS,1.5229,1.5545,1.5387
2011-10-11,2011-10-11,US Dollar,USDGHS,1.5283,1.5611,1.5447
2011-10-12,2011-10-12,US Dollar,USDGHS,1.5283,1.562,1.5452
2011-10-13,2011-10-13,US Dollar,USDGHS,1.5303,1.563,1.5467
2011-10-14,2011-10-14,US Dollar,USDGHS,1.5303,1.563,1.5467
2011-10-17,2011-10-17,US Dollar,USDGHS,1.5303,1.5652,1.5478
2011-10-18,2011-10-18,US Dollar,USDGHS,1.5358,1.5689,1.5524
2011-10-19,2011-10-19,US Dollar,USDGHS,1.5365,1.5698,1.5532
